uid,__fonte,nome_original,nome_canonico,chave_strict,chave_loose,preparo_detectado,grupo,subgrupo,subgrupo_n3
06651c0d-0fde-5a85-9c17-2fec932bf876,CIQUAL,"Lin, brun, graine","Lin, brun, graine",lin brun graine,lin brun graine,,,fruits à coque et graines oléagineuses,-
066c6f54-1f47-5330-993a-eb0b3147fa85,CIQUAL,"Boeuf, rumsteck, grillé","Boeuf, rumsteck, grillé",boeuf rumsteck grille,boeuf rumsteck grille,,,viandes cuites,bœuf et veau
066ce3da-4dee-54ef-b1b7-cd906c919e15,CIQUAL,"Tournesol, graine, grillé, salé","Tournesol, graine, grillé, salé",tournesol graine grille sale,tournesol graine grille sale,,,fruits à coque et graines oléagineuses,-
0684b5a5-a028-5045-991a-3f5d6e7e5ab3,CIQUAL,Barre céréalière chocolatée aux fruits,Barre céréalière chocolatée aux fruits,barre cerealiere chocolatee aux fruits,barre cerealiere chocolatee aux fruits,,,barres céréalières,-
068d091e-312c-52d1-a588-245566115feb,CIQUAL,"Sauce burger, préemballée","Sauce burger, préemballée",sauce burger preemballee,sauce burger preemballee,,,sauces,sauces condimentaires
06a8e2ac-13b5-5253-b77e-e0752d48bb56,INSA,Sapateira crua,Sapateira crua,sapateira crua,sapateira,crua,,,
06b63fc3-fec6-5a44-aa73-1f0725f70246,CIQUAL,"Lait 2e âge, poudre soluble (préparation de suite)","Lait 2e âge, poudre soluble (préparation de suite)",lait 2e age poudre soluble preparation de suite,lait 2e age poudre soluble preparation de suite,,,laits et boissons infantiles,-
06b90622-33a8-5c52-b9d6-d410bb5ca3f8,CIQUAL,"Courgette, pulpe et peau, cuite","Courgette, pulpe et peau, cuite",courgette pulpe et peau cuite,courgette pulpe et peau cuite,,,légumes,légumes cuits
06d18d8b-b01d-5273-820e-bf24e09680c1,TACO,"Salmão, sem pele, fresco, grelhado","Salmão, sem pele, fresco, grelhado",salmao sem pele fresco grelhado,salmao sem pele fresco,grelhado,Pescados e frutos do mar,,
06dc555b-3f62-5752-bba5-212f8e4e60a2,TACO,"Farinha, de rosca","Farinha, de rosca",farinha de rosca,farinha de rosca,,Cereais e derivados,,
06dda6f7-0e0f-57af-89da-a27cb3e19fea,TACO,"Batata, inglesa, cozida","Batata, inglesa, cozida",batata inglesa cozida,batata inglesa,cozida,"Verduras, hortaliças e derivados",,
06e07929-8e3d-5dee-9bf0-790d8e1feac7,INSA,"Ovo de galinha, mexido com margarina","Ovo de galinha, mexido com margarina",ovo de galinha mexido com margarina,ovo de galinha mexido com margarina,,,,
06e878af-b3b4-5bde-aa3b-f01205fc3b65,INSA,"Porco, lombo frito","Porco, lombo frito",porco lombo frito,porco lombo,frito,,,
06fc0c2a-60a4-503e-9ae5-d463f6511656,CIQUAL,"Canard, magret fumé","Canard, magret fumé",canard magret fume,canard magret fume,,,charcuteries et assimilés,autres spécialités charcutières
07002e4c-95f4-5599-8711-7543a1f48312,TBCA,59,59,59,59,,,,
07132169-9f9f-5c7d-aefd-b0b815e25ebc,CIQUAL,Biscuit de Savoie,Biscuit de Savoie,biscuit de savoie,biscuit de savoie,,,gâteaux et pâtisseries,-
0719f87e-b279-55db-9eed-7e7cd86e3c67,INSA,Maçã sem casca,Maçã sem casca,maca sem casca,maca sem casca,,,,
07271a34-68e1-586b-8bb7-642c9b36aade,CIQUAL,"Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, non égoutté","Macédoine ou cocktail ou salade de fruits, au sirop, appertisé, non égoutté",macedoine ou cocktail ou salade de fruits au sirop appertise non egoutte,macedoine ou cocktail ou salade de fruits au sirop appertise non egoutte,,,fruits,fruits appertisés
0737c0f4-e3cf-56ff-9245-b0914ed152f2,CIQUAL,"Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)","Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)",fromage de chevre lactique affine au lait cru type crottin de chavignol picodon rocamadour sainte-maure de touraine,fromage de chevre lactique affine au lait type crottin de chavignol picodon rocamadour sainte-maure de touraine,cru,,fromages et assimilés,fromages à pâte molle
0741dbdb-c18d-5ec4-aa96-f133aa7887ef,CIQUAL,"Topinambour, cuit","Topinambour, cuit",topinambour cuit,topinambour cuit,,,pommes de terre et autres tubercules,-
0741f6b2-f4f4-5005-b62d-d0f8104e74df,CIQUAL,Croûton à tartiner,Croûton à tartiner,crouton a tartiner,crouton a tartiner,,,pains et assimilés,biscottes et pains grillés
075e5cf6-5e3a-5190-906d-ba5056d1a405,CIQUAL,"Basilic, frais","Basilic, frais",basilic frais,basilic frais,,,herbes,herbes fraîches
0769bbd8-b3e6-5b67-a3d8-465df3975f0d,TACO,"Carne, bovina, seca, cozida","Carne, bovina, seca, cozida",carne bovina seca cozida,carne bovina,seca / cozida,Carnes e derivados,,
0769f9a8-a8d9-59cf-8b88-9b3972516651,TACO,"Laranja, pêra, suco","Laranja, pêra, suco",laranja pera suco,laranja pera suco,,Frutas e derivados,,
07747a0e-66df-5d58-afe5-d3704d8e3bdc,CIQUAL,"Jus de carambole, prélevé à la Martinique, jus filtré","Jus de carambole, prélevé à la Martinique, jus filtré",jus de carambole preleve a la martinique jus filtre,jus de carambole preleve a la martinique jus filtre,,,fruits,fruits et leurs produits de la Martinique
077df1ad-4207-571c-ba47-48c0001770f6,CIQUAL,"Champignon, oronge vraie, crue","Champignon, oronge vraie, crue",champignon oronge vraie crue,champignon oronge vraie crue,,,légumes,légumes crus
078008f3-a936-5723-9f33-815115a61f6c,CIQUAL,"Quenelle de poisson, crue","Quenelle de poisson, crue",quenelle de poisson crue,quenelle de poisson crue,,,charcuteries et assimilés,quenelles
07842624-fead-53b5-92e5-6d2c77d3a647,CIQUAL,"Harissa (sauce condimentaire), préemballée","Harissa (sauce condimentaire), préemballée",harissa sauce condimentaire preemballee,harissa sauce condimentaire preemballee,,,sauces,sauces condimentaires
07ab6dcc-ecc2-5b93-ac37-a16ad42a54bf,CIQUAL,"Boeuf, paleron, braisé ou bouilli","Boeuf, paleron, braisé ou bouilli",boeuf paleron braise ou bouilli,boeuf paleron braise ou bouilli,,,viandes cuites,bœuf et veau
07ba53de-d644-5687-9fce-e05ae8860879,INSA,Açorda,Açorda,acorda,acorda,,,,
07ce4263-c03e-5227-ac3d-620baddb374e,CIQUAL,Bûche glacée,Bûche glacée,buche glacee,buche glacee,,,desserts glacés,-
07cfce05-5345-50c0-b653-a3c1527cd4e2,TBCA,339,339,339,339,,,,
07d3ad42-5a6c-5718-98d8-d696f9269265,CIQUAL,Pâte à pizza crue,Pâte à pizza crue,pate a pizza crue,pate a pizza crue,,,,
07e142d5-e7ee-5a77-bb83-8e1149335f0f,CIQUAL,"Langoustine, bouillie/cuite à l'eau","Langoustine, bouillie/cuite à l'eau",langoustine bouillie/cuite a l eau,langoustine bouillie/cuite a l eau,,,mollusques et crustacés cuits,-
07f75c4c-9473-5eb5-9177-63bb5f709cf0,CIQUAL,"Cerise, dénoyautée, crue","Cerise, dénoyautée, crue",cerise denoyautee crue,cerise denoyautee crue,,,fruits,fruits crus
081f4a7c-1f9e-52d4-a5e3-b316277a19c3,CIQUAL,"Pomme de terre sautée/ rissolée, pré-frites, surgelée, crue","Pomme de terre sautée/ rissolée, pré-frites, surgelée, crue",pomme de terre sautee/ rissolee pre-frites surgelee crue,pomme de terre sautee/ rissolee pre-frites surgelee crue,,,pommes de terre et autres tubercules,-
08296b4c-8c57-55d4-83c3-d074480997ed,INSA,"Milho, grão seco cru","Milho, grão seco cru",milho grao seco cru,milho grao,seco / cru,,,
0848b550-8f9e-50ab-baea-ccce1d3b7a96,CIQUAL,"Poisson blanc à la sauce moutarde, préemballé","Poisson blanc à la sauce moutarde, préemballé",poisson blanc a la sauce moutarde preemballe,poisson blanc a la sauce moutarde preemballe,,,plats composés,plats de poisson sans garniture
086246e4-5f39-58f7-b88d-4d533b710499,CIQUAL,"Chou farci, préemballé","Chou farci, préemballé",chou farci preemballe,chou farci preemballe,,,plats composés,plats de viande et légumes/légumineuses
086f74ca-cd6e-5caa-a65e-d745fb7d9bb4,INSA,Tosta de trigo sem sal,Tosta de trigo sem sal,tosta de trigo sem sal,tosta de trigo,sem sal,,,
087c7382-1a54-544d-9494-de7b0e6ff8da,CIQUAL,Huile de coton,Huile de coton,huile de coton,huile de coton,,,huiles et graisses végétales,-
087e9b62-87df-5f04-8a03-d849988a216c,CIQUAL,"Pâte à pizza fine, crue","Pâte à pizza fine, crue",pate a pizza fine crue,pate a pizza fine crue,,,,
087fadcc-77ca-50b5-a2eb-8e549c95c6f2,CIQUAL,"Toasts ou Canapés salés, garnitures diverses, préemballés","Toasts ou Canapés salés, garnitures diverses, préemballés",toasts ou canapes sales garnitures diverses preemballes,toasts ou canapes sales garnitures diverses preemballes,,,sandwichs,-
088a5b51-9ee2-503e-94aa-a0df564d6224,TBCA,383,383,383,383,,,,
089833a6-f16e-5916-8ee3-f1331ee69d2f,CIQUAL,"Agneau, côte première, crue","Agneau, côte première, crue",agneau cote premiere crue,agneau cote premiere crue,,,viandes crues,agneau et mouton
089dc76c-9399-5599-a518-1d34387225c6,CIQUAL,Pâté de foie d'oie,Pâté de foie d'oie,pate de foie d oie,pate de foie d oie,,,charcuteries et assimilés,pâtés et terrines
08a22fce-8693-586f-9911-2ee2065ed6d6,TBCA,343,343,343,343,,,,
08aa08f0-caf9-56b2-bf18-6863b34472f4,CIQUAL,"Spécialité de fruits divers, sucrée (mélange pulpes et/ou purées de fruits, mais toujours avec autre ingrédient)","Spécialité de fruits divers, sucrée (mélange pulpes et/ou purées de fruits, mais toujours avec autre ingrédient)",specialite de fruits divers sucree melange pulpes et/ou purees de fruits mais toujours avec autre ingredient,specialite de fruits divers sucree melange pulpes et/ou purees de fruits mais toujours avec autre ingredient,,,fruits,compotes et assimilés
08aa4511-ea2f-543d-931d-494bd48a861e,CIQUAL,"Biscuit sec chocolaté, type tartelette","Biscuit sec chocolaté, type tartelette",biscuit sec chocolate type tartelette,biscuit sec chocolate type tartelette,,,biscuits sucrés,-
08b6acdd-6813-538e-97ca-0058c66c794a,CIQUAL,"Crêpe fourrée fraise, préemballée","Crêpe fourrée fraise, préemballée",crepe fourree fraise preemballee,crepe fourree fraise preemballee,,,gâteaux et pâtisseries,-
08c36ae4-38d1-5564-88c2-10613e07f1f4,INSA,"Ervilhas, vagens cruas","Ervilhas, vagens cruas",ervilhas vagens cruas,ervilhas vagens cruas,,,,
08ca52e9-3355-5477-ad7b-726b00720d8f,CIQUAL,Omelette norvégienne,Omelette norvégienne,omelette norvegienne,omelette norvegienne,,,desserts glacés,-
08d346a8-35b5-5e40-b3cc-d05447c3c18c,CIQUAL,"Yaourt, lait fermenté ou spécialité laitière, aux céréales","Yaourt, lait fermenté ou spécialité laitière, aux céréales",yaourt lait fermente ou specialite laitiere aux cereales,yaourt lait fermente ou specialite laitiere aux cereales,,,produits laitiers frais et assimilés,yaourts et spécialités laitières type yaourt
08d6792d-a3b3-5fda-bf88-2a25d971eb1e,CIQUAL,"Boisson énergisante, sucrée","Boisson énergisante, sucrée",boisson energisante sucree,boisson energisante sucree,,,boissons sans alcool,boissons rafraîchissantes sans alcool
08dcc94b-2338-5c23-8e5a-0558c0123fc9,CIQUAL,Huile de colza,Huile de colza,huile de colza,huile de colza,,,huiles et graisses végétales,-
08e3892a-bcf3-530a-a023-5145ce96abb4,CIQUAL,"Concombre, pulpe, cru, prélevé à la Martinique","Concombre, pulpe, cru, prélevé à la Martinique",concombre pulpe cru preleve a la martinique,concombre pulpe preleve a la martinique,cru,,légumes,légumes et leurs produits de la Martinique
08ea646d-f7e1-5c48-b874-1e871fb1a4b8,INSA,Atum fresco grelhado,Atum fresco grelhado,atum fresco grelhado,atum fresco,grelhado,,,
08f6981b-a070-55ab-9311-11bc36ef974e,CIQUAL,"Pomme de terre dauphine, surgelée, crue","Pomme de terre dauphine, surgelée, crue",pomme de terre dauphine surgelee crue,pomme de terre dauphine surgelee crue,,,pommes de terre et autres tubercules,-
08fd41ea-6fdb-5beb-ba84-175657aa7d2a,CIQUAL,"Artichaut, cru","Artichaut, cru",artichaut cru,artichaut,cru,,légumes,légumes crus
09020c63-5921-5f6b-91da-3abf2e266a4d,CIQUAL,"Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais","Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais",lait gelifie aromatise allege en matiere grasse et en sucre rayon frais,lait gelifie aromatise allege en matiere grasse et en sucre rayon frais,,,produits laitiers frais et assimilés,desserts lactés
090594b2-3272-5305-8353-b3fb5090d22f,INSA,Seitan,Seitan,seitan,seitan,,,,
090d0195-bfca-5a6b-b4b9-14926425aa3f,CIQUAL,"Lait entier, pasteurisé","Lait entier, pasteurisé",lait entier pasteurise,lait entier pasteurise,,,laits,laits de vaches liquides (non concentrés)
09100bd3-38c4-5ba0-9a1e-e6b53ad23f25,CIQUAL,"Canneberge ou cranberry, séchée, sucrée","Canneberge ou cranberry, séchée, sucrée",canneberge ou cranberry sechee sucree,canneberge ou cranberry sechee sucree,,,fruits,fruits séchés
09163b7c-75bc-5898-b4b1-bae0ee827d33,INSA,Lapas cruas,Lapas cruas,lapas cruas,lapas cruas,,,,
09175d81-beb9-5417-9ee7-7301d4cc0c0d,CIQUAL,"Grenadier bleu ou hoki de Nouvelle-Zélande, cru","Grenadier bleu ou hoki de Nouvelle-Zélande, cru",grenadier bleu ou hoki de nouvelle-zelande cru,grenadier bleu ou hoki de nouvelle-zelande,cru,,poissons crus,-
091c15ff-72db-5a86-b5a7-df27c5fc8952,CIQUAL,Diabolo (limonade et sirop),Diabolo (limonade et sirop),diabolo limonade et sirop,diabolo limonade et sirop,,,boissons sans alcool,boissons rafraîchissantes sans alcool
091d9ccb-3fe2-569d-9a54-fb57e8965bea,INSA,Sardinha gorda crua,Sardinha gorda crua,sardinha gorda crua,sardinha gorda,crua,,,
0925820c-c930-5e9b-a0e8-e4e8cde805e7,CIQUAL,"Grondin, cru","Grondin, cru",grondin cru,grondin,cru,,poissons crus,-
092efc54-4da4-526e-9b9a-25f2f8700020,CIQUAL,"Coulis de fruits rouges (framboises, fraises, groseilles, cassis)","Coulis de fruits rouges (framboises, fraises, groseilles, cassis)",coulis de fruits rouges framboises fraises groseilles cassis,coulis de fruits rouges framboises fraises groseilles cassis,,,fruits,compotes et assimilés
09354cb5-f061-53c5-98f4-62b720a2c6f1,INSA,Farinha de trigo tipo 55,Farinha de trigo tipo 55,farinha de trigo tipo 55,farinha de trigo tipo 55,,,,
09440884-8002-5185-bb5d-75475258d439,CIQUAL,"Tomate, pelée, appertisée, égouttée","Tomate, pelée, appertisée, égouttée",tomate pelee appertisee egouttee,tomate pelee appertisee egouttee,,,légumes,légumes cuits
09495a5f-31a1-5f73-b9b8-f6fa815e7cfd,CIQUAL,"Taro, tubercule, cuit","Taro, tubercule, cuit",taro tubercule cuit,taro tubercule cuit,,,pommes de terre et autres tubercules,-
0951d08c-58a4-5bb4-b845-6eb032bc5001,INSA,"Coco seco, ralado","Coco seco, ralado",coco seco ralado,coco ralado,seco,,,
095627a7-f0bc-52dc-8ecf-09e232176172,INSA,"Vitela, fígado frito sem molho","Vitela, fígado frito sem molho",vitela figado frito sem molho,vitela figado sem molho,frito,,,
095bae97-cbec-5db1-b702-2283e68cce80,INSA,Caldeirada de cabrito com azeite e banha,Caldeirada de cabrito com azeite e banha,caldeirada de cabrito com azeite e banha,caldeirada de cabrito com azeite e banha,,,,
09621e8b-2365-53e3-a871-9b287d0ea359,CIQUAL,"Biscuit sec, sablé, galette ou palet, aux fruits","Biscuit sec, sablé, galette ou palet, aux fruits",biscuit sec sable galette ou palet aux fruits,biscuit sec sable galette ou palet aux fruits,,,biscuits sucrés,-
09728cba-dc99-5616-8263-6b02e54e18fe,CIQUAL,"Biscuit sec pour petit déjeuner, allégé en sucres","Biscuit sec pour petit déjeuner, allégé en sucres",biscuit sec pour petit dejeuner allege en sucres,biscuit sec pour petit dejeuner allege en sucres,,,biscuits sucrés,-
0978ce9e-62c0-50f7-9cda-83c3ab3e0acf,INSA,"Leite achocolatado, sem lactose","Leite achocolatado, sem lactose",leite achocolatado sem lactose,leite achocolatado sem lactose,,,,
097d6057-959b-5d80-9b7d-4437ebc8c68b,TACO,"Rúcula, crua","Rúcula, crua",rucula crua,rucula,crua,"Verduras, hortaliças e derivados",,
097d6057-959b-5d80-9b7d-4437ebc8c68b,INSA,Rúcula crua,Rúcula crua,rucula crua,rucula,crua,,,
0984feb2-3b44-5248-848c-6ed422c3e310,INSA,Grelos de couve cozidos,Grelos de couve cozidos,grelos de couve cozidos,grelos de couve cozidos,,,,
09a2b86a-8106-5f26-84f7-09d06f0f28fa,INSA,"Cavalo, lombo ou pá frito com manteiga","Cavalo, lombo ou pá frito com manteiga",cavalo lombo ou pa frito com manteiga,cavalo lombo ou pa com manteiga,frito,,,
09b2b162-aa83-5a0c-b279-5e6e2abc6fa5,INSA,Maçã seca,Maçã seca,maca seca,maca,seca,,,
09bc230d-7370-505c-9929-c2cde373b77a,CIQUAL,Morbier,Morbier,morbier,morbier,,,fromages et assimilés,fromages à pâte pressée
09bdec30-fa8b-55eb-92e1-dccc82e2751b,CIQUAL,Eau de coco,Eau de coco,eau de coco,eau de coco,,,boissons sans alcool,boissons rafraîchissantes sans alcool
09d2ed78-96f3-56e8-835b-1ab267a95bde,CIQUAL,"Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux","Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux",biscuit aux cereales pour petit dejeuner enrichis en vitamines et mineraux,biscuit aux cereales pour petit dejeuner enrichis en vitamines et mineraux,,,biscuits sucrés,-
09da8caf-ad10-509c-bb66-723ed04cc365,INSA,Tomilho fresco,Tomilho fresco,tomilho fresco,tomilho fresco,,,,
09de995e-1de9-5413-bbdf-45a88b66cda3,CIQUAL,Far aux pruneaux,Far aux pruneaux,far aux pruneaux,far aux pruneaux,,,gâteaux et pâtisseries,-
09e442fa-cedc-503a-8f7e-a61d8e4493c6,INSA,Queijo Emmental,Queijo Emmental,queijo emmental,queijo emmental,,,,
09e4fdb1-79fc-5ec4-b1fe-c9c0af567972,INSA,"Vitela, costeleta frita com margarina","Vitela, costeleta frita com margarina",vitela costeleta frita com margarina,vitela costeleta com margarina,frita,,,
09e7694c-dbba-5b0d-984d-eac56ff67bbb,CIQUAL,"Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux","Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux",grains de ble souffles chocolates enrichis en vitamines et mineraux,grains de ble souffles chocolates enrichis en vitamines et mineraux,,,céréales de petit-déjeuner,-
0a0b0f43-5370-5f44-844f-5ca18ae490ba,TBCA,260,260,260,260,,,,
0a0e5b89-b4f7-53e7-a77f-24764c80328a,CIQUAL,Sandwich (aliment moyen),Sandwich (aliment moyen),sandwich aliment moyen,sandwich aliment moyen,,,sandwichs,-
0a3484f5-a0e8-522f-99fd-403a54dde350,TACO,"Carne, bovina, bucho, cozido","Carne, bovina, bucho, cozido",carne bovina bucho cozido,carne bovina bucho,cozido,Carnes e derivados,,
0a608ffb-2df3-52b0-bd9d-7880b31de6bb,CIQUAL,Barre céréalière aux fruits,Barre céréalière aux fruits,barre cerealiere aux fruits,barre cerealiere aux fruits,,,barres céréalières,-
0a63553f-9fa6-5925-b68f-8d749452a332,INSA,"Frango (1/4) perna com costa e pele, assada sem molho","Frango (1/4) perna com costa e pele, assada sem molho",frango 1/4 perna com costa e pele assada sem molho,frango 1/4 perna com costa e pele sem molho,assada,,,
0a756cf6-077b-556b-9a39-5fd3a828fe80,CIQUAL,Saucisson sec,Saucisson sec,saucisson sec,saucisson sec,,,charcuteries et assimilés,saucisson secs
0a7b9a9a-834d-5b73-bdd2-2bb930aa665c,INSA,Alecrim seco,Alecrim seco,alecrim seco,alecrim,seco,,,
0a8de0ca-fd8a-5503-b454-beb0bf228945,CIQUAL,"Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue","Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue",poelee de legumes assaisonnes a l asiatiques ou wok de legumes surgelee crue,poelee de legumes assaisonnes a l asiatiques ou wok de legumes surgelee crue,,,plats composés,plats de légumes/légumineuses
